 ,Area,Mean,Min,Max
726,50,255,255,255
727,200,255,255,255
728,25,255,255,255
729,850,255,255,255
730,25,255,255,255
731,25,255,255,255
732,50,255,255,255
733,25,255,255,255
734,25,255,255,255
735,500,255,255,255
736,25,255,255,255
737,625,255,255,255
738,25,255,255,255
739,25,255,255,255
740,25,255,255,255
741,75,255,255,255
742,2225,255,255,255
743,150,255,255,255
744,175,255,255,255
745,175,255,255,255
746,175,255,255,255
747,75,255,255,255
748,875,255,255,255
749,25,255,255,255
750,275,255,255,255
751,25,255,255,255
752,1200,255,255,255
753,25,255,255,255
754,25,255,255,255
755,50,255,255,255
756,25,255,255,255
757,25,255,255,255
758,25,255,255,255
759,100,255,255,255
760,225,255,255,255
761,25,255,255,255
762,3650,255,255,255
763,3200,255,255,255
764,1625,255,255,255
765,25,255,255,255
766,475,255,255,255
767,350,255,255,255
768,6600,255,255,255
769,75,255,255,255
770,50,255,255,255
771,1825,255,255,255
772,50,255,255,255
773,4700,255,255,255
774,25,255,255,255
775,25,255,255,255
776,125,255,255,255
777,250,255,255,255
778,25,255,255,255
779,25,255,255,255
780,25,255,255,255
781,100,255,255,255
782,200,255,255,255
783,25,255,255,255
784,238475,255,255,255
785,75,255,255,255
786,525,255,255,255
787,25,255,255,255
788,50,255,255,255
789,25,255,255,255
790,75,255,255,255
791,200,255,255,255
792,25,255,255,255
793,50,255,255,255
794,200,255,255,255
795,25,255,255,255
796,25,255,255,255
797,300,255,255,255
798,50,255,255,255
799,25,255,255,255
800,25,255,255,255
801,25,255,255,255
802,800,255,255,255
803,25,255,255,255
804,25,255,255,255
805,25,255,255,255
806,225,255,255,255
807,17450,255,255,255
808,25,255,255,255
809,25,255,255,255
810,25,255,255,255
811,50,255,255,255
812,25,255,255,255
813,25,255,255,255
814,200,255,255,255
815,800,255,255,255
816,25,255,255,255
817,175,255,255,255
818,575,255,255,255
819,75,255,255,255
820,75,255,255,255
821,4225,255,255,255
822,800,255,255,255
823,325,255,255,255
824,50,255,255,255
825,25,255,255,255
826,700,255,255,255
827,25,255,255,255
828,75,255,255,255
829,25,255,255,255
830,150,255,255,255
831,25,255,255,255
832,600,255,255,255
833,25,255,255,255
834,225,255,255,255
835,25,255,255,255
836,25,255,255,255
837,1025,255,255,255
838,25,255,255,255
839,25,255,255,255
840,25,255,255,255
841,25,255,255,255
842,325,255,255,255
843,3275,255,255,255
844,50,255,255,255
845,25,255,255,255
846,50,255,255,255
847,250,255,255,255
848,25,255,255,255
849,50,255,255,255
850,25,255,255,255
851,13200,255,255,255
852,25,255,255,255
853,425,255,255,255
854,25,255,255,255
855,150,255,255,255
856,900,255,255,255
857,75,255,255,255
858,25,255,255,255
859,25,255,255,255
860,1100,255,255,255
861,100,255,255,255
862,175,255,255,255
863,175,255,255,255
864,75,255,255,255
865,525,255,255,255
866,25,255,255,255
867,25,255,255,255
868,25,255,255,255
869,100,255,255,255
870,275,255,255,255
871,25,255,255,255
872,525,255,255,255
873,75,255,255,255
874,600,255,255,255
875,50,255,255,255
876,1225,255,255,255
877,25,255,255,255
878,175,255,255,255
879,525,255,255,255
880,1400,255,255,255
881,1550,255,255,255
882,25,255,255,255
883,25,255,255,255
884,600,255,255,255
885,25,255,255,255
886,250,255,255,255
887,25,255,255,255
888,1025,255,255,255
889,1675,255,255,255
890,25,255,255,255
891,550,255,255,255
892,25,255,255,255
893,25,255,255,255
894,175,255,255,255
895,25,255,255,255
896,25,255,255,255
897,350,255,255,255
898,25,255,255,255
899,25,255,255,255
900,75,255,255,255
901,25,255,255,255
902,175,255,255,255
903,25,255,255,255
904,25,255,255,255
905,25,255,255,255
906,1000,255,255,255
907,50,255,255,255
908,25,255,255,255
909,125,255,255,255
910,850,255,255,255
911,1200,255,255,255
912,850,255,255,255
913,75,255,255,255
914,250,255,255,255
915,50,255,255,255
916,1025,255,255,255
917,250,255,255,255
918,25,255,255,255
919,50,255,255,255
920,450,255,255,255
921,575,255,255,255
922,50,255,255,255
923,25,255,255,255
924,25,255,255,255
925,75,255,255,255
926,25,255,255,255
927,25,255,255,255
928,25,255,255,255
929,50,255,255,255
930,25,255,255,255
931,50,255,255,255
932,25,255,255,255
933,50,255,255,255
934,25,255,255,255
935,25,255,255,255
936,25,255,255,255
937,400,255,255,255
938,25,255,255,255
939,25,255,255,255
940,500,255,255,255
941,1975,255,255,255
942,1400,255,255,255
943,150,255,255,255
944,75,255,255,255
945,50,255,255,255
946,25,255,255,255
947,75,255,255,255
948,75,255,255,255
949,500,255,255,255
950,950,255,255,255
951,25,255,255,255
952,25,255,255,255
953,25,255,255,255
954,50,255,255,255
955,250,255,255,255
956,150,255,255,255
957,25,255,255,255
958,25,255,255,255
959,900,255,255,255
960,4250,255,255,255
961,25,255,255,255
962,25,255,255,255
963,225,255,255,255
964,525,255,255,255
965,550,255,255,255
966,175,255,255,255
967,50,255,255,255
968,675,255,255,255
969,125,255,255,255
970,75,255,255,255
971,75,255,255,255
972,25,255,255,255
973,25,255,255,255
974,1300,255,255,255
975,25,255,255,255
976,175,255,255,255
977,50,255,255,255
978,100,255,255,255
979,600,255,255,255
980,25,255,255,255
981,25,255,255,255
982,50,255,255,255
983,125,255,255,255
984,25,255,255,255
985,100,255,255,255
986,1375,255,255,255
987,100,255,255,255
988,575,255,255,255
989,50,255,255,255
990,25,255,255,255
991,1900,255,255,255
992,18225,255,255,255
993,50,255,255,255
994,125,255,255,255
995,25,255,255,255
996,25,255,255,255
997,25,255,255,255
